Name,TotalApps,TotalAdmit,TotalEnroll,SATPercent,ACTPercent,SAT25,SAT75,ACT25,ACT75,AssocDegree,PercentAdmit,Tuition14,InStateTuition14,OutofStateTuition14,State,Region,Type,Location,UnderGradEnroll,FTUnderGradEnroll,PTUnderGradEnroll,BlackPercent,LatinPercent,WomenPercent,4yrGradRate,5yrGradRate,6yrGradRate,FinAidPercent,AnyFinAidPercent,FedGrantPercent,PellGrantPercent
The University of Texas at Arlington,10679,6405,2713,86,40,460,580,20,26,0,60,8878,22234,30730,Texas,Southwest,Public,Large City,25690,15938,9752,15,25,56,17,33,40,79,70,44,44
The University of Texas at Austin,38161,15335,7249,83,55,550,670,25,31,0,40,9798,26156,50200,Texas,Southwest,Public,Large City,39979,36899,3080,4,22,52,51,75,79,63,54,26,26
The University of Texas at Dallas,8750,5125,2233,81,45,550,670,25,31,0,59,10864,24784,39958,Texas,Southwest,Public,Midsize City,13049,10635,2414,6,17,43,46,59,63,84,79,26,26
The University of Texas at El Paso,6240,6228,3033,62,30,390,500,17,22,0,100,7255,21399,33319,Texas,Southwest,Public,Large City,19696,12973,6723,3,83,54,12,30,39,86,76,67,67
The University of Texas at San Antonio,15239,11165,4493,80,38,450,570,20,25,0,73,7457,20598,29172,Texas,Southwest,Public,Large City,24342,20033,4309,9,48,47,10,23,30,84,71,43,43
The University of Texas at Tyler,2104,1726,704,64,60,470,560,21,25,0,82,7222,21222,31842,Texas,Southwest,Public,Small City,5591,4090,1501,9,15,57,27,39,44,83,67,33,33
The University of Texas of the Permian Basin,1007,846,276,61,47,450,550,19,23,0,84,5250,16749,25173,Texas,Southwest,Public,Midsize City,4246,1924,2322,5,43,59,13,22,27,92,88,29,26
The University of Texas-Pan American,9313,5790,3102,47,84,410,510,18,21,0,62,5173,16245,24741,Texas,Southwest,Public,Small City,17230,13119,4111,1,90,55,16,31,39,90,85,70,70
The University of Virginia's College at Wise,972,724,335,90,27,430,530,17,22,0,74,8509,21567,36623,Virginia,Southeast,Public,Distant Town,2291,1471,820,9,2,58,24,38,42,93,93,64,55
The University of West Florida,12347,5937,1333,59,78,460,570,21,26,141,48,6357,19737,32618,Florida,Southeast,Public,Small City,10158,7581,2577,13,9,57,20,36,42,91,83,49,45
Thiel College,2519,1650,303,79,37,430,520,18,23,2,66,26802,41078,41078,Pennsylvania,Mid East,Private,Fringe Town,1100,1061,39,7,2,50,27,34,34,92,92,47,47
Thomas Aquinas College,178,141,88,84,31,590,700,23,31,0,79,24500,35716,35716,California,Far West,Private,Distant Rural,366,366,0,0,15,49,73,76,80,82,75,35,35
Thomas College,1074,778,269,93,4,390,490,16,21,2,72,22770,35494,35494,Maine,New England,Private,Fringe Rural,1339,780,559,3,2,52,35,44,44,98,98,55,55
Thomas More College,1053,924,264,24,92,430,520,20,25,114,88,27345,38621,38621,Kentucky,Southeast,Private,Large Suburb,1502,1140,362,6,2,52,42,55,57,100,100,41,41
Tiffin University,5228,2016,1313,14,83,440,523,18,23,102,39,20700,36481,36481,Ohio,Great Lakes,Private,Distant Town,3764,2145,1619,15,2,59,34,38,43,98,97,63,63
Toccoa Falls College,1253,619,178,66,39,450,590,17,23,8,49,19000,31792,31792,Georgia,Southeast,Private,Fringe Rural,870,777,93,6,2,53,35,43,46,100,100,61,61
Tougaloo College,2661,945,153,52,99,365,537,15,21,7,36,10227,20757,20757,Mississippi,Southeast,Private,Midsize City,878,849,29,98,0,65,27,47,50,94,72,72,70
Towson University,17750,10710,2748,92,21,490,580,21,25,0,60,8342,23166,34844,Maryland,Mid East,Public,Small City,18779,16588,2191,15,5,60,40,61,65,75,47,23,22
Transylvania University,1326,1275,294,21,89,520,660,24,30,0,96,31560,43640,43640,Kentucky,Southeast,Private,Large City,1082,1067,15,3,3,57,67,71,72,100,100,30,30
Trevecca Nazarene University,930,718,259,24,88,480,590,19,26,2,77,22330,33322,33322,Tennessee,Southeast,Private,Large City,1492,1016,476,8,3,55,36,45,47,99,99,49,40
Trine University,2867,2052,421,40,60,470,570,21,27,1,72,28850,45250,45250,Indiana,Great Lakes,Private,Distant Town,1874,1429,445,2,3,35,33,50,51,100,100,32,31
Trinity Christian College,583,526,205,6,94,450,640,20,25,0,90,24435,36820,36820,Illinois,Great Lakes,Private,Large Suburb,1333,1106,227,9,10,65,49,56,58,96,96,35,32
Trinity College,7652,2432,604,48,30,570,680,25,29,0,32,47510,62310,62310,Connecticut,New England,Private,Midsize City,2301,2184,117,6,7,49,81,85,86,41,38,10,10
Trinity International University-Illinois,446,418,182,24,83,460,600,20,25,0,94,26830,39680,39680,Illinois,Great Lakes,Private,Large Suburb,906,744,162,15,8,49,35,42,45,100,100,45,45
Trinity University,4505,2880,534,59,40,560,690,26,31,0,64,34678,48630,48630,Texas,Southwest,Private,Large City,2161,2111,50,4,17,52,72,81,82,94,93,18,18
Truett-McConnell College,470,379,204,81,51,430,530,17,22,3,81,16610,28410,28410,Georgia,Southeast,Private,Fringe Rural,1606,691,915,6,3,57,10,14,16,100,100,47,45
Truman State University,4462,3221,1329,6,95,540,680,25,30,0,72,7368,19568,25440,Missouri,Plains,Public,Remote Town,5898,5375,523,3,3,60,54,70,72,99,99,24,23
Tufts University,18419,3471,1314,62,38,680,750,30,33,0,19,46598,61000,61000,Massachusetts,New England,Private,Large Suburb,5180,5138,42,4,6,51,87,91,92,44,37,10,10
Tulane University of Louisiana,30122,7961,1609,58,63,620,700,29,32,62,26,46930,61178,61178,Louisiana,Southeast,Private,Large City,8290,6487,1803,9,6,58,62,74,76,79,75,10,10
Tusculum College,2825,2041,310,37,90,400,520,18,23,0,72,22250,35702,35702,Tennessee,Southeast,Private,Distant Town,1844,1741,103,11,2,57,18,30,34,99,97,67,67
Tuskegee University,10022,3519,650,43,75,400,510,18,22,0,35,18900,32853,32853,Alabama,Southeast,Private,Distant Town,2584,2468,116,78,0,58,17,36,44,96,73,54,54
Union College,5725,2134,559,45,22,590,680,28,31,0,37,46785,60150,60150,New York,Mid East,Private,Small City,2246,2225,21,4,7,46,82,87,88,81,77,14,14
Union College,1424,1056,242,10,88,460,563,19,24,0,74,22000,33740,33740,Kentucky,Southeast,Private,Remote Town,818,729,89,10,2,49,16,31,34,100,100,59,59
Union University,1932,1432,452,16,91,580,680,22,29,12,74,26880,44220,44220,Tennessee,Southeast,Private,Small City,2826,2175,651,16,2,61,51,63,64,100,100,36,33
University at Buffalo,23093,13053,3669,72,32,500,600,23,28,0,57,8211,23316,35256,New York,Mid East,Public,Large Suburb,19831,18091,1740,7,7,46,52,68,72,75,59,31,31
University of Akron Main Campus,10575,10204,3812,13,90,450,590,18,25,641,96,10054,23956,32320,Ohio,Great Lakes,Public,Midsize City,20477,15870,4607,14,2,48,16,34,40,90,77,47,47
University of Alabama at Birmingham,5689,4934,1773,6,93,520,640,22,28,0,87,7206,22495,31687,Alabama,Southeast,Public,Midsize City,11502,8357,3145,26,3,58,29,46,53,90,79,36,36
University of Alabama in Huntsville,2054,1656,651,34,94,510,640,23,29,0,81,9192,23466,35780,Alabama,Southeast,Public,Midsize City,5696,4237,1459,13,3,44,16,37,48,87,77,31,31
University of Arizona,26329,20251,7401,66,52,483,600,21,27,0,77,10391,25179,42171,Arizona,Southwest,Public,Large City,31670,28401,3269,3,24,52,40,58,61,83,75,30,30
University of Arkansas,18908,11076,4339,27,91,500,600,23,28,0,59,7818,22212,33468,Arkansas,Southeast,Public,Small City,21009,18565,2444,5,6,51,37,55,60,81,66,22,22
University of Arkansas at Little Rock,1443,761,667,3,82,360,480,20,27,220,53,7094,23191,32968,Arkansas,Southeast,Public,Midsize City,9970,5552,4418,23,6,59,7,16,21,94,92,53,53
University of Arkansas at Pine Bluff,4094,1134,568,6,94,330,430,15,20,0,28,5938,16882,22582,Arkansas,Southeast,Public,Small City,2521,2300,221,93,1,54,6,19,26,96,92,82,82
University of Arkansas-Fort Smith,3905,2240,1343,2,82,350,540,19,25,377,57,4528,16498,22042,Arkansas,Southeast,Public,Small City,7170,5116,2054,4,8,56,9,20,24,96,93,60,60
University of Bridgeport,5248,3351,542,91,9,410,500,18,22,78,64,29090,50043,50043,Connecticut,New England,Private,Midsize City,2835,2035,800,35,18,66,19,25,27,93,93,60,60
University of California-Berkeley,61717,11108,4162,91,40,590,720,27,33,0,18,12864,33319,56197,California,Far West,Public,Midsize City,25951,25220,731,2,13,52,72,89,91,69,60,27,27
University of California-Davis,49820,22526,5208,93,45,510,640,23,29,0,45,13895,33066,55944,California,Far West,Public,Small Suburb,26533,25826,707,2,17,56,51,77,81,77,68,37,37
University of California-Irvine,56515,23956,5077,95,41,460,600,21,27,0,42,13149,30504,53382,California,Far West,Public,Midsize City,23530,23127,403,2,22,54,68,84,86,77,71,48,48
University of California-Los Angeles,72676,15981,5620,91,41,560,680,25,31,0,22,12697,32416,55294,California,Far West,Public,Large City,28674,28084,590,3,18,55,69,88,90,62,54,31,31
University of California-Riverside,30391,18843,4034,96,40,470,580,20,25,0,62,12960,32238,55116,California,Far West,Public,Large City,18621,18205,416,5,36,51,41,62,66,86,80,56,56
University of California-San Diego,60832,22812,4575,93,39,550,660,25,31,0,38,13271,30470,53348,California,Far West,Public,Large City,23805,23152,653,1,16,48,56,81,86,62,54,30,30
University of California-Santa Barbara,55258,24556,4741,93,47,530,650,24,29,0,44,13746,34051,56929,California,Far West,Public,Midsize Suburb,19362,19076,286,2,25,52,68,79,81,70,63,41,41
University of California-Santa Cruz,33137,19851,3827,92,43,470,610,20,26,0,60,13397,33153,56031,California,Far West,Public,Small City,15695,15323,372,2,30,53,50,69,73,80,72,51,51
University of Central Florida,31820,15572,6068,64,36,540,630,23,28,439,49,6317,20839,36938,Florida,Southeast,Public,Large Suburb,51333,36229,15104,11,22,55,36,61,67,96,93,31,31
University of Charleston,1312,906,272,29,78,410,515,19,24,41,69,19650,32850,32850,West Virginia,Southeast,Private,Small City,1386,1250,136,12,2,58,35,41,46,100,100,43,43
University of Chicago,30304,2670,1426,70,51,720,800,32,35,0,9,47514,64988,64988,Illinois,Great Lakes,Private,Large City,5703,5630,73,5,9,47,88,91,93,67,63,12,12
University of Cincinnati-Main Campus,16002,11721,4486,89,29,490,620,22,28,90,73,10784,27434,42466,Ohio,Great Lakes,Public,Large City,23706,20332,3374,8,3,50,25,58,63,83,58,23,23
University of Colorado Boulder,22473,19710,5846,45,75,520,630,24,29,0,88,10347,28887,50655,Colorado,Rocky Mountains,Public,Small City,26096,23948,2148,2,10,45,44,66,70,59,40,17,17
University of Colorado Colorado Springs,7034,6401,1616,20,90,470,580,21,25,0,91,7024,20424,31837,Colorado,Rocky Mountains,Public,Large City,9220,6962,2258,4,14,53,26,42,46,76,55,29,29
University of Colorado Denver,3075,2333,991,18,86,490,600,20,26,0,76,7933,24555,38679,Colorado,Rocky Mountains,Public,Large City,13010,7782,5228,5,17,53,16,32,41,71,59,37,37
University of Connecticut,27479,14745,3755,91,27,550,650,25,30,24,54,12022,27244,46192,Connecticut,New England,Public,Large Suburb,18032,17219,813,5,8,49,68,81,83,77,63,18,18
University of Dallas,1224,1103,380,76,52,550,680,24,30,0,90,33110,48710,48710,Texas,Southwest,Private,Midsize City,1380,1365,15,1,19,54,56,64,66,100,100,23,23
University of Dayton,15719,8327,1761,35,81,490,600,24,29,0,53,35800,49540,49540,Ohio,Great Lakes,Private,Midsize City,7975,7455,520,3,3,48,60,76,77,98,97,13,12
University of Delaware,25458,16467,4224,99,27,520,630,24,29,256,65,12112,25612,43432,Delaware,Mid East,Public,Large Suburb,18487,16852,1635,5,7,57,68,79,82,82,70,14,14
University of Denver,13735,10539,1413,44,70,540,660,25,30,0,77,40707,56077,56077,Colorado,Rocky Mountains,Private,Large City,5517,5129,388,3,9,55,67,76,78,85,83,17,17
University of Detroit Mercy,3670,2256,481,9,94,480,610,22,28,0,61,35920,52400,52400,Michigan,Great Lakes,Private,Large City,2888,2196,692,10,3,65,35,52,57,99,99,40,33
University of Dubuque,1457,1128,447,15,87,410,490,17,22,0,77,25520,35530,35530,Iowa,Plains,Private,Small City,1694,1544,150,12,7,43,29,44,47,94,93,53,52
University of Evansville,2935,2468,543,59,65,490,600,23,29,9,84,30596,44370,44370,Indiana,Great Lakes,Private,Midsize City,2477,2290,187,3,3,58,53,62,63,96,96,26,26
University of Florida,27107,12618,6373,63,37,580,670,26,31,840,47,6263,19103,41381,Florida,Southeast,Public,Midsize City,33168,30314,2854,7,19,55,65,83,87,96,95,29,29
University of Georgia,18458,10352,4936,86,60,560,660,26,30,0,56,10262,22064,40274,Georgia,Southeast,Public,Midsize City,26278,24746,1532,7,5,57,57,80,82,94,92,21,21
University of Hartford,15127,9338,1267,74,15,470,570,20,26,131,62,33358,48170,48170,Connecticut,New England,Private,Midsize City,5187,4495,692,15,9,50,51,59,61,98,98,32,32
University of Hawaii at Hilo,1633,1228,461,89,8,410,540,19,23,0,75,6536,17326,29086,Hawaii,Far West,Public,Remote Town,3457,2766,691,1,11,60,8,30,36,85,70,45,45
University of Hawaii at Manoa,6901,5527,1981,77,11,480,580,21,27,0,80,9904,22996,40564,Hawaii,Far West,Public,Large City,14499,12064,2435,1,9,55,19,44,57,79,67,28,28
University of Hawaii-West Oahu,908,694,301,76,4,400,480,16,22,0,76,6336,,,Hawaii,Far West,Public,Large Suburb,2361,1043,1318,1,10,66,6,25,25,64,51,32,32
University of Houston,17407,10167,3434,89,36,490,610,22,27,0,58,8401,22463,30959,Texas,Southwest,Public,Large City,31706,22829,8877,11,30,50,16,38,48,87,77,41,41
University of Houston-Downtown,3096,2944,1130,87,19,380,480,16,21,0,95,5238,,,Texas,Southwest,Public,Large City,13486,6896,6590,25,39,60,3,9,14,83,78,65,65
University of Houston-Victoria,3128,1596,310,64,31,390,490,16,21,0,51,6248,18118,28738,Texas,Southwest,Public,Small City,2889,1466,1423,17,31,66,,,,96,92,67,67
University of Idaho,7455,4894,1643,51,71,480,590,20,26,0,66,6524,19598,32674,Idaho,Rocky Mountains,Public,Fringe Rural,9540,8011,1529,1,8,47,25,48,54,91,87,38,38
University of Illinois at Chicago,14603,10427,3104,6,99,490,600,21,26,0,71,13410,29320,41710,Illinois,Great Lakes,Public,Large City,16671,15402,1269,8,25,50,30,51,57,82,67,54,54
University of Illinois at Springfield,1469,878,316,3,97,465,623,20,27,0,60,9178,22378,29698,Illinois,Great Lakes,Public,Midsize City,3039,1969,1070,13,6,51,28,40,43,96,90,43,43
University of Illinois at Urbana-Champaign,33203,20716,7329,28,79,560,670,26,31,0,62,14750,29086,43468,Illinois,Great Lakes,Public,Small City,32695,31516,1179,5,8,44,68,82,84,65,46,21,21
University of Indianapolis,5313,4486,830,82,53,450,550,19,25,93,84,24660,38378,38378,Indiana,Great Lakes,Private,Large City,4162,3169,993,11,3,67,45,55,57,98,98,37,37
University of Iowa,21642,17363,4460,10,86,540,620,25,28,0,80,8061,20691,39561,Iowa,Plains,Public,Small City,21974,19522,2452,3,6,52,48,67,70,83,71,20,20
University of Jamestown,1088,619,261,18,82,430,570,21,24,0,57,18494,28738,28738,North Dakota,Plains,Private,Remote Town,955,882,73,3,5,53,33,50,51,100,100,50,38
University of Kentucky,19810,13592,4702,18,92,490,610,22,28,0,69,10110,23732,34814,Kentucky,Southeast,Public,Large City,21441,19884,1557,8,3,51,34,55,60,93,85,26,25
University of La Verne,6989,2722,623,91,31,460,550,20,25,0,39,35000,51997,51997,California,Far West,Private,Large Suburb,5216,3641,1575,6,48,58,39,56,59,97,96,47,47
University of Louisville,9166,6519,2857,5,94,470,580,22,28,28,71,9946,22796,36684,Kentucky,Southeast,Public,Large City,15954,12426,3528,11,4,51,25,47,53,97,93,32,32
University of Maine,8306,6733,1997,94,10,480,590,21,26,0,81,10600,23712,41082,Maine,New England,Public,Small Suburb,9182,7922,1260,2,2,48,36,51,56,93,82,42,42
University of Maine at Fort Kent,464,292,162,91,2,400,500,18,27,24,63,7575,18795,28755,Maine,New England,Public,Remote Rural,1209,594,615,2,1,71,36,39,44,97,88,52,52
University of Maine at Machias,452,386,104,87,3,410,530,18,25,2,85,7490,18968,30848,Maine,New England,Public,Remote Rural,892,439,453,3,3,70,14,25,31,98,97,60,60
University of Mary,945,785,440,10,89,450,570,20,25,0,83,14730,24121,24121,North Dakota,Plains,Private,Fringe Rural,2044,1637,407,3,3,64,28,36,49,100,100,20,20
University of Mary Hardin-Baylor,5540,4691,675,54,43,460,560,21,27,0,85,25200,36180,36180,Texas,Southwest,Private,Small Suburb,3063,2793,270,14,17,62,28,43,47,96,96,42,42
University of Mary Washington,4496,3640,947,94,30,510,620,22,26,0,81,9720,24076,36946,Virginia,Southeast,Public,Midsize Suburb,4383,3843,540,6,7,64,66,73,74,68,37,15,14
University of Maryland Eastern Shore,4073,2241,610,89,16,400,480,16,19,0,55,6998,21454,29960,Maryland,Mid East,Public,Fringe Town,3530,3171,359,73,2,55,13,28,32,93,62,58,58
University of Maryland-Baltimore County,9755,6160,1657,92,18,540,640,24,29,0,63,10068,24762,36336,Maryland,Mid East,Public,Large Suburb,11136,9508,1628,16,6,45,37,59,65,77,65,21,21
University of Massachusetts-Amherst,36012,22665,4672,92,20,540,640,24,29,73,63,13443,26282,40998,Massachusetts,New England,Public,Large Suburb,22134,20505,1629,4,5,49,59,71,73,88,75,22,22
University of Massachusetts-Dartmouth,8063,5816,1443,98,9,470,570,21,25,0,72,11681,25355,37830,Massachusetts,New England,Public,Midsize Suburb,7437,6373,1064,11,7,48,30,45,49,90,75,40,40
University of Massachusetts-Lowell,9126,5838,1648,96,11,500,600,22,28,48,64,12097,24961,39010,Massachusetts,New England,Public,Large Suburb,12734,9034,3700,6,9,39,28,47,54,90,76,30,30
University of Memphis,5990,4098,2134,6,96,450,600,19,25,0,68,8312,23535,38247,Tennessee,Southeast,Public,Large City,17223,12318,4905,38,3,60,13,34,43,97,94,49,48
University of Miami,28907,11691,2140,49,41,600,700,28,32,0,40,42852,60906,60906,Florida,Southeast,Private,Large Suburb,11380,10637,743,7,21,51,71,81,82,75,74,18,18
University of Michigan-Ann Arbor,46813,15570,6200,34,83,620,720,28,32,0,33,13142,26240,53490,Michigan,Great Lakes,Public,Midsize City,28283,27316,967,4,4,49,76,88,90,63,47,15,14
University of Michigan-Flint,3003,2345,724,1,87,503,675,18,24,0,78,9356,23026,31908,Michigan,Great Lakes,Public,Midsize City,7143,4490,2653,12,4,60,9,29,38,84,52,38,38
University of Minnesota-Crookston,762,527,213,9,90,420,500,19,24,0,69,11448,22722,22722,Minnesota,Plains,Public,Distant Town,2839,1305,1534,4,2,53,34,41,44,92,88,42,42
University of Minnesota-Duluth,7074,5533,2054,3,98,460,590,22,26,0,78,12815,23355,27020,Minnesota,Plains,Public,Small City,10079,8989,1090,2,2,46,30,54,59,83,63,25,25
University of Minnesota-Morris,2649,1527,469,10,95,530,690,23,28,0,58,12584,23206,23206,Minnesota,Plains,Public,Remote Town,1946,1815,131,2,3,55,50,61,63,93,84,44,34
University of Minnesota-Twin Cities,43048,19121,5544,14,92,550,690,26,30,0,44,13555,25281,31531,Minnesota,Plains,Public,Large City,34449,28940,5509,4,3,51,54,72,75,77,54,21,21
University of Mississippi,14258,8464,3582,30,86,490,590,21,27,0,59,6760,22444,33412,Mississippi,Southeast,Public,Remote Town,16677,15628,1049,15,3,55,36,54,58,83,73,26,26
University of Missouri-Columbia,20956,16473,6194,8,94,520,640,23,28,0,79,9415,22943,37292,Missouri,Plains,Public,Midsize City,26928,25258,1670,8,3,52,47,67,70,84,72,23,23
University of Mobile,866,617,259,13,87,470,610,20,25,13,71,18690,32570,32570,Alabama,Southeast,Private,Fringe Rural,1481,1257,224,22,1,67,33,47,49,93,93,34,34
University of Montevallo,1385,1209,531,3,96,495,613,20,26,0,87,10000,23340,33030,Alabama,Southeast,Public,Large Suburb,2618,2350,268,14,2,66,24,39,45,88,80,38,38
University of Mount Union,2660,1894,552,23,90,440,540,20,25,0,71,27380,38895,38895,Ohio,Great Lakes,Private,Fringe Town,2096,2056,40,6,2,50,53,62,63,95,79,34,34
University of Nebraska at Kearney,2589,2197,1022,2,91,420,520,20,25,0,85,6542,20010,25838,Nebraska,Plains,Public,Remote Town,5502,4777,725,2,8,57,21,44,53,87,75,35,35
University of Nebraska-Lincoln,10929,6999,4420,7,93,490,660,22,28,6,64,8060,22246,35574,Nebraska,Plains,Public,Large City,19376,18102,1274,2,5,46,32,61,67,87,67,24,24
University of Nevada-Las Vegas,7343,6250,3773,77,34,440,550,19,24,0,85,6690,22195,36105,Nevada,Far West,Public,Midsize City,23097,16523,6574,8,23,56,15,34,43,92,85,40,40
University of Nevada-Reno,7857,6597,2994,82,56,480,590,21,26,0,84,6610,22600,36510,Nevada,Far West,Public,Midsize City,15694,12934,2760,3,16,53,16,41,51,94,88,31,31
University of New England,4231,3632,633,94,21,470,570,21,26,36,86,33145,50295,50295,Maine,New England,Private,Midsize Suburb,2653,2156,497,2,1,71,49,57,58,100,100,27,27
University of New Haven,10169,7567,1174,90,24,460,550,20,25,50,74,33740,50210,50210,Connecticut,New England,Private,Large Suburb,4864,4407,457,8,8,49,44,53,55,95,95,28,28
University of New Mexico-Main Campus,11467,7405,3424,19,90,470,610,19,25,0,65,6846,20094,33936,New Mexico,Southwest,Public,Large City,22416,17091,5325,3,44,56,15,39,48,98,96,39,38
University of New Orleans,3197,1610,860,12,90,470,590,21,25,0,50,6578,19825,32315,Louisiana,Southeast,Public,Large City,7144,5376,1768,15,10,50,13,25,32,90,85,44,44
University of North Alabama,2542,2057,970,3,96,413,565,19,25,0,81,7078,16933,22525,Alabama,Southeast,Public,Small City,5881,4795,1086,13,2,57,12,27,32,82,68,54,53
University of North Carolina at Asheville,3036,1944,553,84,16,550,650,24,27,0,64,6241,18765,32587,North Carolina,Southeast,Public,Small City,3736,3129,607,3,4,57,37,56,60,77,65,26,26
University of North Carolina at Chapel Hill,28437,7847,3915,78,24,590,700,28,32,0,28,8340,24024,45806,North Carolina,Southeast,Public,Small City,18370,17570,800,9,7,58,81,88,90,68,48,20,20
University of North Carolina at Charlotte,13742,9416,3541,86,20,480,560,20,25,0,69,6107,19080,31609,North Carolina,Southeast,Public,Large City,21503,18309,3194,17,7,48,26,48,54,75,53,37,37
University of North Carolina at Greensboro,10112,6069,2516,90,10,460,560,21,25,0,60,6382,19172,32970,North Carolina,Southeast,Public,Large City,14753,12469,2284,25,6,65,30,50,55,80,62,48,48
University of North Carolina at Pembroke,3087,2224,1020,88,11,410,500,18,21,0,72,5144,17622,26829,North Carolina,Southeast,Public,Distant Town,5429,4230,1199,34,4,62,15,28,33,92,80,59,59
University of North Carolina Wilmington,11184,6061,2053,78,37,540,620,22,26,0,54,6343,20601,32738,North Carolina,Southeast,Public,Midsize City,12447,11408,1039,5,6,60,52,68,71,69,47,21,21
University of North Dakota,5404,3983,2360,7,94,470,590,21,26,0,74,7508,21162,31448,North Dakota,Plains,Public,Small City,11724,9385,2339,2,3,43,24,47,53,88,65,22,21
University of North Florida,10635,5682,1615,52,48,540,620,23,26,318,53,6353,20575,34978,Florida,Southeast,Public,Large City,14263,10088,4175,10,9,55,21,43,50,94,91,31,31
University of North Texas,18299,10922,4617,80,40,490,600,21,26,0,60,8745,20232,28728,Texas,Southwest,Public,Midsize City,31243,24126,7117,14,21,53,25,44,50,89,68,39,39
University of Northern Colorado,7602,5289,1939,13,91,450,570,20,24,0,70,6968,20264,31803,Colorado,Rocky Mountains,Public,Small City,9947,8733,1214,4,16,63,27,43,46,90,80,36,36
University of Northwestern-St Paul,1945,1345,466,6,98,498,640,22,27,16,69,28020,40120,40120,Minnesota,Plains,Private,Large Suburb,3149,1958,1191,3,1,60,51,65,67,99,99,38,38
University of Notre Dame,17647,3936,2070,44,56,660,750,32,34,0,22,44605,60117,60117,Indiana,Great Lakes,Private,Large Suburb,8477,8459,18,4,10,47,90,94,95,69,58,11,11
University of Oklahoma-Norman Campus,10991,8841,4052,35,86,500,630,23,29,0,80,8916,23441,35630,Oklahoma,Southwest,Public,Midsize Suburb,20985,17559,3426,5,9,49,35,59,66,74,65,23,23
University of Oregon,21263,15770,4031,75,16,490,600,22,27,0,74,9763,24352,44377,Oregon,Far West,Public,Midsize City,20797,18892,1905,2,8,52,44,62,67,68,53,23,23
University of Pennsylvania,31282,3830,2421,81,40,670,760,30,34,1,12,45890,61800,61800,Pennsylvania,Mid East,Private,Large City,11525,10319,1206,7,9,52,88,94,96,62,51,15,15
University of Pikeville,1804,1804,386,5,95,390,500,16,22,29,100,17750,33750,33750,Kentucky,Southeast,Private,Remote Town,1738,1282,456,10,1,53,16,27,29,100,100,65,65
University of Pittsburgh-Bradford,940,802,379,91,17,420,530,19,23,39,85,13078,25642,36246,Pennsylvania,Mid East,Public,Remote Town,1481,1361,120,10,4,55,33,51,54,97,87,41,41
University of Pittsburgh-Greensburg,1262,1175,394,96,17,460,540,20,24,0,93,13128,26714,37318,Pennsylvania,Mid East,Public,Large Suburb,1677,1564,113,5,4,49,33,50,53,91,76,34,34
University of Pittsburgh-Johnstown,1570,1419,772,97,14,450,550,20,24,13,90,13130,26262,36866,Pennsylvania,Mid East,Public,Small Suburb,2840,2753,87,3,1,45,32,51,55,91,75,30,30
University of Pittsburgh-Pittsburgh Campus,24871,13959,3678,89,41,570,660,26,30,0,56,17100,32126,42132,Pennsylvania,Mid East,Public,Large City,18615,17483,1132,5,3,50,64,79,80,76,48,16,16
University of Puget Sound,4588,3910,670,74,48,570,670,25,30,0,85,41868,55948,55948,Washington,Far West,Private,Midsize City,2544,2522,22,1,7,57,68,77,78,97,95,16,16
University of Redlands,4668,3137,673,71,37,510,610,23,27,0,67,41290,58559,58559,California,Far West,Private,Small City,3607,2702,905,5,25,55,63,71,73,94,93,26,26
University of Rhode Island,19824,15603,2993,92,17,480,580,22,26,0,79,12450,26882,42448,Rhode Island,New England,Public,Large Suburb,13354,11829,1525,5,9,54,41,56,63,91,79,26,26
University of Richmond,9825,3061,805,67,33,590,690,28,31,4,31,45320,57630,57630,Virginia,Southeast,Private,Midsize City,3215,3010,205,7,7,53,82,85,85,63,57,16,16
University of Rochester,17244,6153,1472,67,35,600,700,29,32,0,36,45372,61340,61340,New York,Mid East,Private,Midsize City,6177,5837,340,5,6,52,77,84,85,89,88,19,18
University of Saint Francis-Fort Wayne,1908,1023,388,77,52,440,530,19,23,182,54,25180,36492,36492,Indiana,Great Lakes,Private,Large City,1980,1616,364,6,6,71,33,50,51,100,100,42,42
University of Saint Joseph,860,737,153,95,17,430,520,18,22,0,86,33417,49923,49923,Connecticut,New England,Private,Small City,1049,794,255,12,12,98,37,50,52,100,99,39,38
University of Saint Mary,767,361,109,34,80,410,500,19,24,1,47,23170,34536,34536,Kansas,Plains,Private,Fringe Town,890,566,324,10,7,65,44,53,53,100,100,58,40
University of San Diego,14693,7178,1238,73,53,540,650,25,30,0,49,41392,58189,58189,California,Far West,Private,Large City,5665,5486,179,3,19,55,65,74,75,76,72,17,17
University of San Francisco,14808,9076,1148,75,43,530,630,23,27,0,61,40294,58384,58384,California,Far West,Private,Large City,6392,6111,281,3,19,62,57,67,69,71,66,24,24
University of Science and Arts of Oklahoma,594,371,150,4,86,475,545,18,24,0,62,4866,13106,19538,Oklahoma,Southwest,Public,Distant Town,918,805,113,4,6,64,27,37,39,95,93,40,40
University of Scranton,9087,6818,881,82,32,510,600,22,27,4,75,38754,55008,55008,Pennsylvania,Mid East,Private,Small City,3942,3756,186,2,7,55,75,81,82,95,92,21,21
University of Sioux Falls,1385,1342,237,3,95,400,460,20,26,12,97,24550,35780,35780,South Dakota,Plains,Private,Midsize City,1100,929,171,4,3,59,35,47,47,100,100,30,29
